Text,Label
"I caught this movie the other night on one of the movie channels and I haven't laughed that hard in a long time. This movie was so funny I went out and bought the very next day. I love this type of comedy. It just seemed so real in the way the actors react to the different situations here. I was Rollin. I had never even heard of it and just started watching because of the title ""Seeing Other People"". The title caused me to give it a shot and I'm glad I did. I laughed so hard that it hurt. Now it's part of my collection. I definitely recommend it to all those that enjoy smart-ass type of comedy. I will be watching this one over and over.",0
"First i will say that i am going to be as subjective as I can.There will be some potential spoilers ahead so beware.I hardly ever review movies, but this one in particular i felt i had to review. This movie Final Fantasy 7 Advent Children, based off the ultra popular rpg (Final Fantasy VII) for the ps1 has been in the works for quite some time. After the years of hype and the dozens of trailers (none of which i ever saw, i had only seen stills) this movie got the legions of fans really excited about seeing their favorite characters on the big screen. I myself had played and completed the game a few times like any good fan, and being such a movie freak i was pretty excited myself. So i had thought to myself, ""WHAT COULD GO WRONG?"".Well, the movie started out OK in the first 20 minutes, but then things get out of hand as the movie progressed. Without a doubt, this is the best looking CGI animation around, but that won't help a weak plot, undeveloped characters,and over indulgent action scenes. Here is the story basically. These three silver haired nancy boys in leather who have nothing to do with the game, are supposedly clones of Sephiroth (he's the villain of the game who had supposedly murdered all his supposed clones)are trying to kidnap all the children for some reason that was not really explained all that well, probably to make an army (of kids?) They also center some of the story on some kid named Denzel, i don't know who this kid is, or what his point is, he just seems depressed all the time. So the sephiroth clones also are involved in some kind of scheme involving some disease called geostigma, that only affects the children, this disease seems to cause boredom and small amounts of skin discoloration.So now Cloud must save the day from these guys. Apparently Cloud and his fellow team mates have learned the ability of flight, i felt a little insulted that these characters where flying around a city fighting a dragon and landing on there feet all the time. Maybe if the movie wasn't so over the top, then the view relax into it and then they can be amazed by something incredible. The real problem of this movie is logic. Now i know what you are gonna say, ""But it's called Final FANTASY! it should have those ideas in it!"" well that is a foolish way to think, the game based itself in some kind of reality and the movie should follow through in that CONTEXT. Context and logic in this movie is inconsistent, i could explain it all, but if i did, i would end up writing the screenplay.Also some scenes in this movie were extremely contrived and trite. like when all of the characters from the game show up just in the nick of time for their obligatory screen time so as not to upset the fans. They show up, do there bit and pretty much have no point in the story.If this is too long here is the simpler review-the pros- the first 20 minutes top-notch cgi animation decent action scenes visually stunningthe cons- illogical over indulgent action/ unbalanced action (leaves the viewer jaded at the climax) weak plot super human characters=no suspense the j-rock soundtrack/score (what happened to the orchestra?) Horrible endingBIG TIME SPOILER-Now the ending of this movie really disappointed me. they could have had gone the really cool and sweet ending where cloud dies and meets up with aeris in the after life but after the great battle at the end cloud gets shot in the back, the kinda wound where the bullet blast out through the chest. then cloud has his 100th flashback in the movie and then wakes up in a pool of lifestream. (now i remember the lifestream in the game, but it did not have resurrecting properties, if it did, they could have brought aeris back to life, thus making a completely different story) so cloud is brought back to life and everyone has a party and dives into the pool and we have a ultra cheezy hallmark/ lifetime type moment.not that the movie doesn't have it's moments. its is worth seeing for its visuals. but thats all.other than that it's not really a good movie. it is strictly for blinded fans of the game. not for people who care about plot and character and story telling.",0
"In the last 10 years I have worked in 3 different indie professional wrestling organizations, managed many pro wrestlers (including 2 Backyard Wrestling stars), worked on 2 different wrestling TV programs and did voice-overs and commentary for many wrestling DVD's. I have NEVER witnessed the level of outright amateurish stupidity, lack of talent and skill, and shoddy production quality found in Splatter Rampage Wrestling. To even list this as a wrestling video of ANY kind is an outright misuse of the term. Shot with low-dollar video cameras, it's essentially home videos of kids play-fighting in back yards. The sound quality is bad, the video quality is bad, and the acting is horrendous. The ""wrestlers"" wear makeshift costumes with hand-drawn tee shirts and ski masks and hit each other with a variety of items and halfway imitate wrestling moves. Sometimes the ""matches"" are on the grass. Sometimes on a back yard trampoline. ALL are poorly acted and executed with a shameless lack of any wrestling skill. In short, don't bother with this stinker. Whether your interest in this DVD is entertainment or academic (both in my case), you will be terribly disappointed.",0
"I loved this film!! I have been waiting for this film to come out so I could see it. I saw it opening night and loved it, Some people told me that this film wasn't any good and to stay away but I thought it was great. The actors did great and it was scary and made me jump. Paris Hilton did a great job for her first film, everybody is giving her a hard time when she did great and she didn't even have that big of a role. The set was great has it was made of all wax and how it was made. The two brothers did a great job and the death sense were great. The killers were really scary and made me want to close my eyes and not look at them. I can't wait until this film comes out to Video so I can get it and see it over and over again. The over view of my review is go see this film if you like Hororr films and you will not be sorry I loved this film. I give this film a 10 out of 10 IT ROCKS!!!",0
"I was expecting this to be the same kind of schlock as the previous Modesty Blaise movie, which is why I left it unwatched for so long, but I was very pleasantly surprised.Far from being a succession of silly gun battles and car/boat chases, it was an almost thoughtful analysis of how a pretty girl gets to become as hard as nails, with nothing being overstated or over-rationalized.It's likely that the budgetary constraints actually helped with that: less time and effort was spent on finding ever-stupider ways for stunt men to pretend to die, and more was dedicated to making the movie worth watching. Hell, the biggest gun battle takes place off screen -- and the scene where it is heard is all the better for that background noise, that adds to the suspense -- who's winning? Who's dying?Alexandra Staden might not be as drop-dead gorgeous as Monica Vitti, but few are, and she certainly has every ounce of class and fire that's needed to make the character work -- and the shape of her face, her hair, and her tall, slender body could have been lifted straight from the comic-strip graphics.Nikolaj Coaster-Waldau was the perfect choice for a Blaise bad-guy, in that he made the character interesting and enjoyable to watch -- even likable (and I doubt I'd consider taking on many brutal, psychopathic murderers as drinking buddies). I can't think of a single one of Hollywood's ""former waiters"" who could have pulled the role off that well.Fortunately, Blaise baddies always die, in the end (no spoilers there!) That's a really good thing, because all the girls who would have spent their time swooning over such a disgustingly handsome and interesting hunk can now pragmatically settle for us ordinary Joes.",0
"Considering its popularity, I found this movie a huge disappointment. Maybe I was expecting too much from this film. After all, it is one of the most well known martial arts films of the 1970s, but I could never figure out why. The story is uninteresting. It is also a very talky movie with sporadic action sequences. My biggest problem with the movie was that the story does not offer a character that I could root for, since the intended hero is an idiot. Director Chang has no sense of style, and he is unable to hide the glaring imperfections found in the narrative. I know this is not supposed to be high art, but I found the movie boring. Definitely not the best example of this much-beloved genre. Its cult status escapes me. I recommend you to skip it.",0
"I've read a lot of comments about the film and how it's so hard for people to believe that it is a sequel to Henry Fool, and even though it technically is, I think that Fay Grim needs to be looked at as an entirely different film. Just because it is the sequel doesn't mean that it has to be a direct continuation of the first, and I enjoyed that so much about it. The whole point of the film was to change direction from the first, which makes sense because the movie isn't called Henry Fool 2, it's Fay Grim. All that aside, the film, I thought, was so well made and thought out that it actually surprised me. I was expecting to rent another nearly-released-straight-to-video film and have to endure 2 hours of bad editing and an almost hard to follow story-line (aka parker's last direct to video feature the Oh in Ohio) but this was so surprisingly well focused that it almost doesn't seem so, which I absolutely loved. There are so many nuances in the film making and writing that I crave to see in films, but never do. The cinematography was brilliant due to it's simplicity and truly making the film seem 'Grim' throughout - in terms of setting. The writing was so well put together as well, whoever said this movie isn't as witty as Henry Fool needs to watch again and actually listen; I almost can't even begin to explain how actually hilarious it was, and pertinent. And well, Parker Posey, who could complain? The scene in which Fool and Jalal were talking in the dark was so captivating and emotional. And I thought the spy-ness throughout the film was just so hilarious and spot on (in hindsight because i do agree that at times during you kind of felt lost). The main thing that struck me so powerfully about the film, and i believe the point of the film, was Parker's love and naivety about Fool, which was so endearing and turned, yes very quickly, from denial to outright passion. The last five minutes of the film were perfect. Obviously there were things that weren't excellent, but nothing is perfect; some of the acting was poor, and at times I did think that some of the new back story and dialogue about terrorism got a little hard to follow and out of hand, but in the end you got it and didn't even mind that at the time it may have slipped from your comprehension. (This may also have to do with Goldblum's tendency to talk extremely fast) On the whole I would say that it was probably one of the best films I've seen this year; stylistically pleasing, clever and witty writing, performances that were so impressive I now have gained new respect for some of the actors, and a truly touching film, and don't forget, a complete departure from Fool. Which was the point.",0
I am truly beginning to believe that Seagal is on a mission to see how crappy his films could become.This particular movie was a complete and utter waste of time to see.My first complaint was the cover of the DVD where they have doctored his pic and made him look slimmer and younger when in the film he looks like crap.He has his big pot belly and double chin going for him and the most miserable and bored look on his face.The whole plot was ridiculous to begin with and drawn out way too long.The whole film was leading up to the finale where Seagal and his team had to take on a bunch of people under the influence of a top secret military chemical adrenaline enhancer.There was way too much useless dialogue and not to mention the ridiculous and constant dubbing of Seagals voice even in the middle of a statement.The dubbed voice sounded like a man with a frog in his throat and was quite comical.The fight scenes in the film were horrible.Half the time when Seagal fought you could not even see what was going on.There would be tight shots of him flapping his arms at the camera and then the person flying through a wall or something.It was reminiscent of the old Kung Fu series on television.They used way too much slow motion for the fight scenes.I believe this is Seagals worst film to date and I am glad I did not purchase this film or I would have been very upset since I am a huge fan of Seagal the Aikidoist.The action star is quickly fading away and seems to be getting worse with every performance.,0
"""Delusion"" is what you experience when you watch this flick and then believe you saw something worthwhile. This flick, which tells of a trio of semi-psycho travelers who are up to no good somewhere in the CA desert, is amateurish and just plain stupid. The film suffers from an awful story, a lousy screenplay, and some terrible direction just to mention a few of the deficits. If the flick has anything at all going for it, it's B-movie diva Rubin's even performance. Don't waste your time on this turkey. (D)",0
"Nothing really unpredictable in this movie, but a solid flick in all respects. Everything from acting to cinematography was solid. Not a perfectly linear plot line, but there wasn't anything you couldn't see coming. Perhaps a tad melodramatic at points, but again, a fairly decent movie none the less. Definitely worth checking out. If in doubt of what film to rent over the weekend, give this a go. Though you may not feel like running out and buying it, I found it to be quite worth while.",0
"What movie is this??? A horrible movie with the old boring concept of infidelity which has already been achieved by the ""Bhatt camp"". The movie starrs EMRAAN HASHMI, UDITA GOSWAMI AND DINO MOREA. The movie has ""No Base"". It just goes like this... Dino an Udita are married and living in a rich mansion. However Dino doesn't like Udita to the heart as he wants only her wealth. He loves someone else (Tara Sharma). So he bribes Emraan to have an affair with Udita so that he could catch them and finally split up with Udita.. How BORING!! However Emraan falls in love with Udita and vice versa. Lastly when Udita gets imprisonment for killing Emraan, Dino pretentiously tries to save her showing his false love to her. Udita on the other hand does not understand this and feels that he loved her truly. So she lends all her wealth to Dino. Finally Dino comes out of the police - station and goes with Tara with all the wealth. What a fraud!! The songs are good and are the only thing good in the movie. Now the individual ratings: (Out of 5) Emraan: * * Udita: * 1/2 Dino : * 1/2 Overall acting: * 1/2 Direction: * * Story: * Music: * * * 1/2 Final rating: * 1/2 Poor performances and poor casting....... Music: Good... I rate the movie: 1.5 / 10 (Dont waste your time !!!!)",0
A movie about a son's (RK) love for his father (AK) and to what extreme he goes to destroy and execute those who want to harm his father! The movies focus is on RK who nailed his role perfectly as the animal he becomes on the road of revenge! Anil Kapoor played his role well. Rashmika's role wasn't special could have been played by any actress the rest of the cast were good. Bobby Deol's extended cameo ( only came at the end part of the movie) was pure swagger mixed with rage should have used more time on his character. Overall first half was epic but slows down after the interval the movie could have been shorter but if u like RK and love brutal loud action scenes then go watch it! *Not one for the family (very violent and has repetitive pointless kissing scenes and partial nudity) 7.5/10 ,0
"KGF was the most awaited movie after the success of 1st chapter and the sequel is getting way better response. But when I compare to many other south action/drama flicks it is over the top in all areas. Acting is average, direction is avg, screenplay average and story is basically inspired by many other movies like Scarface, Agneepath etc etc. The only thing I liked about this movie is music and BGM. And for this only reason you can watch it in the cinema halls.",0
"KGF 2 is overrated. Only Sanjay Dutt made it look like a real gangster movie, rest everything was in slow motion, too much heroic shots for the hero, the biggest drawback of South Indian movies. Also didn't connect with the hype that kgf has the deepest secret in chapter two.",0
"The movie is just a collection of overstylized VFX effects without any storyline or meaningful plot.The different situations are not coherent and to cover for lack of stroy and plot, a lot of background sound effects and camera VFX effects have been used.",0
"If you are about to book a ticket for this movie going by the collections in the news, stop right now. A complete demolition of the image and fanbase created by the original Gadar, this movie showcases why it was made - just to mint money in the shadow of the former legendary film. With no planning, script or direction, this movie will bore the hell out of you and you will be left regretting your decision of booking the tickets. A three hour of complete nonsense in any manner you take it. A child could write a better script. Sunny deol is depicted as a superman too, taking on hundreds of men armed with guns and that too multiple times - barehanded. LOL.",0
"Same old drama storyline, nothing new. Pushpa 2 fails to live up to the expectations set by Pushpa 1. While Pushpa 1 captivated audiences with its gripping storyline, strong character arcs, and engaging performances, the sequel falls flat. The narrative feels recycled and lacks the freshness of the original. The characters are poorly utilized, with many sidelined or reduced to cliched roles. The songs are not only forgettable but often feel inappropriate, disrupting the film's flow. Despite the hype, Pushpa 2 struggles to deliver a cohesive and compelling experience, leaving fans disappointed.",0
"What a movie... I was literally blown away by the dedication and acting of Rishabh Shetty. You need guts to pick the topic and execute in such a nice way. Mark my words this movie will get National Award. BGM, cinematography, direction and acting all were topnotch. Final 20 minutes of climax is unbelievable... never expected Rishabh Shetty got such an acting skill. Achyutha Kumar, Kishore acted really well... Daiva, kola, bootharadhane, kambala the classic culture of the Karavali Karnataka has been shown superbly. Goosebumps expected at every scene. Dont miss the climax its the core ot the movie.",0
"What is this? How a movie became like this, starting in 2025! What the hell did the maker or Director do in starting with and finishing an Army team/troops like a cockroach with only 4 men without getting firing training? Randeep Hooda killed every army person with every bullet! How was that possible? Also, for a 100 crore budget movie, mr Old Sunny took 50 crore and the rest 50 for making this comedy circus? I thought if that army came from BSF, then the show would change with another story. Where they make their troops like a hero, actually they are like a cat, who kills innocents and acts like they are the best! Very ridiculous movie this is.",0
"The movie feels like it has a ChatGPT generated script with not much else. Some scenes are supposed to be emotional but turn out to be funny due to the lack of inherent logic in them. Some dialogues were so predictable, proper cringe romcom which has a (surprise, surprise) happy ending which again does not make sense at all. Ahaan Pandey speaks like he has the Caps Lock button on in his throat throughout the movie. Proper brainrot timepass, do watch it only if you want to go for a movie for the sake of going to for a movie at all. The songs are the only saving grace for the movie in my opinion.",0
"I honestly loved Saiyaara. In today's world where most films glorify toxic relationships and ""break-up culture,"" it feels like we've forgotten what real love stories are meant to feel like. This movie reminded me of hat. It's for people who truly understand love, with all its depth and sacrifice. If anyone finds it ""cringe,"" maybe it's because they haven't experienced what genuine love can actually do.As a mental health professional, I did notice one inconsistency: the speed of the female lead's Alzheimer's progression, that to me felt a little dramatized. But honestly, that's a small detail in the bigger picture. The film as a whole was beautiful, emotional, and truly refreshing.Loved it... loved the story, loved the music, loved the love.",0
"First of all it is important to thank Vidhu Vinod Chopra for making this film. The story has been told in such a heartwarming way that the audience is totally involved in this inspiring story of grit, determination and victory against all odds. The performances are award worthy. Vikram Massey is outstanding in the lead role and is well supported by the rest of the cast. The direction, screenplay and editing are top notch. Unfortunately in India the over the top and illogical films become blockbusters and the really outstanding films don't do well commercially. I hope the Indian audience views such films as it will encourage film makers to do top quality work of international standards. This film falls in category that the Hindi film industry should feel proud of.",0
"Many films have been made on successful cricketers having fame and wealth. This is the first film made on a failure cricketer showing how these cricketers do their best but remain unfortunate to make it to the national team which doesn't give them enough name, fame, money but go through lots of struggle in life mostly through financial issues.",0
An emotional lovestory with enough twists and a good message Director handled the India Pakistan fight along with a love story very well worth watching Songs are plus in some scenes but u feel like there are more songs(short songs) Dulquer and mrunal nailed it.,0
"Perfect classic with great storyline with noticeable twists and turns, a brilliantly written love story. The actors lived their roles, every character has their own mark in the story. The romance between lead pairs was written perfectly. The love story and the movie will clinch your heart. Don't miss this classic in theatres.",0
"Because the movie had such a high rating on IMDb I was intrigued. Bollywood movies are not particularly on the top of my list I must admit. But I gave it a shot and I'm glad I did. It only has two scenes where they start singing and dancing so that was not too much. Why they start singing and dancing that I will never get. The story does not need that at all. The story itself was very pleasant to follow. Full of mixed emotions, happy ones and sad ones. The cast and the filming was great. All actors gave a good performance throughout the whole movie. Like in most American television series they want to give you a lesson in life and most of the time it makes me want to barf but in this Bollywood movie it works perfectly well. I had fun watching this and I get why I am not the only one. Certainly worth a watch.",0
Absolutely brilliant script packed with many surprise moments and deserving climax. Never expected that the second part would take the brilliance of original movie. The movie has its ups and downs and did lag at times ( especially first half) . Definitely missed theatrical experience,0
"Just returned home after watching first show of CE. first half is superb, SRK impresses with his comic role, makes u remember his movies like bad shah, duplicate. There are almost no songs in first half, which is great. Problems comes in second half, typical Bollywood problem, song after song. It makes the film drag. For first half i will give 4.5 out of 5 stars and for second half 2.5 out of 5. I don't think this movie will have repeat audience like 3 idiots. But people will definitely enjoy it at least once. My only disappointment was second half. Watch CE if you are a SRK or Deepika fan, you will not get disappointed. But if you are looking for perfect then this is not the movie. But still good time pass",0
"I simply want to say give it a try. The soundtrack 10/10, dialogue writing 10/10, direction 10/10, story telling 10/10. I am being very honest I was completely blown away, . The movie makers were definitely very creative Character design could've been better though. They could work on body anatomy, the textures, etc. But overall it was so so worth watching. They have shown the movie in a way people of this generation would love. The action was so good, entertainment was so good, it's like people wouldn't be bored and they'll understand our culture and our history. They made sure we learn about our culture in a fun way and don't feel pressured.",0
"Great movie Finally akshay and jhonny boy are back together...good to see them .. acting throughout the movie is very good ...akshay kumar is very good in this movie & also his paring with chitrangada singh ,jhon is back with same acting but over all a good act & looks great in this movie.i was waiting to see this movie finally was able to make it ... and must say that loved every movement of it,A must watch if u can relate your self with the story,which i was able to match up with akshay's life in the movie.. have to say the songs play a very very big part of the movie as well ... the emotional scenes in the movie was directed very well ..and was touching ..finally, the child and akshay share a good chemistry which makes u cry at some sences...must watch not only for time pass but also to enjoy and take home sweet memories of the movie ..... loved it !!!",0
"Not so bad at all as many are saying, it's a pleasant movie. Very well done, modern and with good actors. I mean, not a masterpiece but nice and agreable. Worth while watching once.",0
ZNMD..i.e...Fun Adventurous ride that begins with fun and Ends with fun.It's something fresh in Indian cinema and kind of Genre which we haven't seen here in Bollywood.Beautiful cinematography and great cast performances which cherishes the bond of friendship and enjoying life 's every moment to the Fullest.It's for youth and fun and joy of Friendship. A must watch especially for friendship bonding and life beautiful experiences that re-invents and re-define our living and priorities so that we could live life to the Fullest.A recommended watch for all those who Gives friendship full importance.All 3 protagonist male gave mind blowing performances....especially by The Mr. Greek God (Hrithik Roshan)who certainly becoming perfectionist of perfection.Leading Gals Katrina and Kalki forms great support members for dis all out Stellar of a Movie.,0
This movie has no depth! It is a story of 3 men 2 of which are very rich and one seems very comfortable with money go on an adventure where rich people go. Their struggles are frivolous! The story is frivolous!There is a manic pixie dream girl who saves the main hero's life! It is terrible!,0
Don 2 was an amazing movie. Great acting by Shahrukh Khan probably one of his best acting. A well directed movie my Farhan Akhtar. The dialogs were great. The storyline was sometimes predictable but at the end it totally changes. It was a slick movie. When I watched the movie I thought I was watching a Hollywood movie. Shahrukh Khan is the only actor who can play Don cause he has that style the charisma and everything that u need in an underworld king who wants to be the king of Europe. Boman Irani plays the role of Vardhan really well. I think they should make Don 3 with a different location and with even better storyline. From my side i would give 7/10.,0
"Great movie seen in Bollywood as action, thrill, story line, direction, suspense all along. overall Power-packed performance by Shahrukh Khan. Truly the KING IS BACK. People said that no-one could make a better Don than the man himself, Amitabh Bachchan. However, I would like to disagree. Shahrukh is the only actor of todays time that could ever make it better than the original. His style, charisma and witty remarks make it all the more appealing. Farhan Akhtar's superb directing made this film epic! There are no gaps, no over-the-top parts. As a director Farhan's best film ever. Film's background score is stunning. But the songs are not pretty good. The film's visual effects is better than MI-4, Ra.One, Robot, Krissh. It's stunning and well shot. The special effects add a special flavor to the film which makes it even more delicious. Each and every character in this film is perfect. But in some portion it remembers me Death Race2, specially in Jail. Anyway best movie of the year.",0
"Houseful 2 – CATCH IT (B+) Houseful is an out and out entertainment, the story and situations are not jell well together but still it manages to make your roll on floor laughing. Akshay Kumar finally in his best foam after 3 years of disastrous movies & performances. John Abraham, Reitesh & Sheryas are hilarious and their timing with Akshay is perfect. Asin and Jacqueline are the main lead and looked gorgeous along with Zarine Khan and Shazahn Padamsee. Mithun, Rishi and Randhir Kapoor & Boman Irani were perfect. All the girls and boys have terrific chemistry and looked great together. Songs and cinematography is refreshing. Overall great entertainment but mistakes in story and screenplay are apparent.",0
"The performance by Vinay Pathak is brilliant and so is Lara Dutta. It is a fun ride with emotional side as well. When it's over you'll feel you watched something nice and will feel good in your heart, also you'll find movies like Chalo Dilli online.",0
Beautiful road movie with a lesson in life. Both Vinay Pathak and Lara Dutta are excellent..,0
"This film is often compared to its Hollywood influences, Quentin Tarantino and the Godfather, but in my opinion Gangs of Wasseypur actually outdo these. The level of scope and detail are unparalleled and makes the audience feel like they are really living in these time periods. The balancing act of so many characters is achieved deftly and with great actors who bring a strong sense of brutal ambition. This is an epic in the true sense of the term with technical perfection and an incredible story.",0
"Gangs of Wasseypur stands firmly on the grounds of direction, acting, screenplay, story-line, cinematography & music. Manoj Pandey has delivered an outstanding performance. The movie has to be rated ""A"" because of a lot of abuses (which implies, its not a family flick). But the essence of it is demanding and commendable. Everyone has done a splendid job. This one is not loose even for a minute. The most important aspect of its appreciation is its star-cast. A lot of new faces and still it doesn't disappoint. You can just imagine the crew on board when actors like Piyush Mishra & Yashpal Sharma are totally wasted. An entertaining cinema worth watching. There is no doubt that Anurag Kashyap is Bollywood's Quentin Tarantino. A must watch.",0
"Earlier to, many movies tried to capture the incidents of Gujarat but this piece of work stands out from all of them. Beautifully and sensibly linking all of them with great success. Movie for not even a second deviate audiences. Million time watchable movie. And amazingly great work by the actors specially by the little kid Ali. So true in his cricketing skills. Great casting by the group.Great direction work.Music very different with studded Gujarati words and appeals all us north Indians. And purely one way a family movie which touches a bit from every person's life in the country and binds everyone with the highly accepted religion of cricket. Cons: should have been extended 1 hour more.",0
"Well I was not excited enough for this movie, but when the trailers started coming and then the music, my curiosity began to flourish little bit. But the main reason I went to saw this movie was because I heard almost 50-60 review from my friends and not even single person had a negative review against it. And when I saw this, it really blew me away because it had many mixtures which made this movie work. First of all FARHAN AKHTER is at its best, no doubt its his best performance till date. It was like we were seeing real Milkha Singh on screen. Divya Dutta is awesome, Pavan Malhotra, Yograj Singh & Prakash Raj have really performed well. Sonam Kapoor is completely waste though her role was very little, so you won't miss her. Rebecca Breeds looks fabulous, Dilip Tahil as Jawahar Lal Nehru was not a master stroke. Screenplay was good, music was fabulous and the background score really kept the life in each and every scene. Rakesh Omprakash Mehra's best work till date also. YOU DARE TO MISS THIS ONE ON YOUR OWN RISK !!!",0
"What a movie ! awesome the way farhan act ,the way rakeysh directed ,everything movie was superb and all the time it has mesmerized the audience through out the movie .Again no word to appreciate farhan acting ,he is a extremely talented actor and he showed up in the same way .My Voting for this is 4.5 out of 5 .In terms of IMDb I am amazed till now I am not seeing any rating of the movie and saying waiting for 5 vote for commencing the voting ,any how this movie is a purely inspired by the milkha singh . I Like the way flash back was going on ,it was a shattering flashback that was amazing to watch ,every time when the movie was going in the flashback it was awesome experience to watch it .love this movie .",0
"What can I say? I went to watch this movie after reading all the reviews online - Therefore with high expectations. Well, I was still blown over by the movie or should I say DHANUSH! Ranjhanaa is based on a topic that is so far reaching and yet is that much more realistic! Every scene is delicately handled and the emotional parts were so subtle.Everyone in the screen just melted away and got hazy when Dhanush was in it. He makes you laugh, cry, hate him, and sympathize with him at the same time. AR Rahman's music was divine and seamlessly blended with the storyline. Excellent performances by the whole cast - But Dhanush owns the movie! A definite must watch!!!",0
"Lovely movie, it had a twist and a blend of action, drama, romance, a little bit fiction too. The movie is worth a watch. it displays the actuality of the people, their nature and all i loved the romantic part of the movie as well. it was fun, interesting and very very entertaining too. I seriously recommend it to be watched. it has a little bit abuses which aren't suitable for a child's attention. if you are looking for a movie to watch for fun, to cry, to feel love, experience pain,i am pretty astonished about ""Dhanush"" as this was his first movie in the Bollywood and he made his mark pretty high. People it must be watched at least once, and i am very sure about going to the cinemas to see it again Enjoy, It is not something either that will get you bored during the movie. The movie has brilliant direction, acting. For me its a 11/10",0
I absolutely loved it. It had such an impact on me that i couldn't stop thinking about it whole night. The cinematography was ethereal. The direction was beautiful. I've always loved Imtiaz Ali's direction. I don't know why people criticize him. He is one of the best directors we've in bollywood. The cinematic understanding that this guy have is unbelievable. RANDEEP HOODA man o man what a breathetaking performance. He absolutely nailed Mahabir's character. This has to be the most underrated performance in years. The guy is seriously talented and deserves much more than he's getting. Alia Bhatt was amazing. Considering it was just her 2nd film she did exceptionally well. The real hero of the movie was Imtiaz Ali. The layers that he put in the characters can only be done by an artist with exceptional talent. 4.5/5 from my side.,0
"Another great work by Imtiaz Ali. The film is made for a mature audience. It shows the bond between a poor kidnapper truck driver and a rich girl. Not so new concept but still wonderful to watch. Its not a typical love story, its something new and refreshing.It's a little unrealistic but if you leave that unrealistic fact then it is a wonderful film.Superb acting by both the actors. Randeep Hooda did an amazing job with his intense character role. From Alia Bhatt,honestly speaking I wasn't expecting much from her after her first film SOTY, but after this film I am expecting her to go to in the top Bollywood actress category in few years. Overall its a good and emotional film. Beautiful work by Anil Mehta too (cinematographer). Go for it. Don't listen to the stupid Indian critics.",0
This film has got some real good talents like ShahRukh Khan and Alia bhatt. The ultimate message of the film is also great but the entire plot is really weak. There is no hook in the story which makes it stand out the rest. Though the Psychologist and patient relationship is shown good enough but the lead protagonist has no deep back story. A lot was expected out of this one but kind of misfits the Story part.,0
"A beautiful cinematic experience. This movie makes you: laugh, shed a few good tears, feel happy, rethink about your own life, fall in love with Alia, fall in love with SRK all over again. To add to these, it has lovely direction, cinematography and background score! When it comes to acting, everyone has done a fab job. Alia is winning best actress award for sure. SRK was the right choice for this supporting role; I am so glad a Superstar like him agreed to do this role. All other actors were perfect too. After Zoya Akhtar, Gauri Shinde brings new hope to storytelling in Bollywood. Go watch it at a theater near u! Its high time Indian audience supports movies like these. Love you Zindagi!",0
Sushant's acting is uncomparable. His dedication and hard work pays off on the screen.,0
"You go inside the theater as a Dhoni fan but you come out as Sushant's fan. He has really worked hard for this film, you can see it in the movie. At times you forget that you are watching Sushant and not actually Dhoni. He portrays everything so well including that helicopter shot!!",0
A delight to watch. U won't blink your eyes even for a min. Superb script and direction. Perhaps the best Hindi movie ever in my opinion. Must watch guys. U will enjoy a lot. Trust me! Dhoni is the biggest superstar in cricketing world and u will love it. The movie scene in which Sushant Singh Rajput hits the ball for six over long on is so terrific that u will actually feel that the 2011 world cup final is going on in the cinema hall. U will relieve the moment once again in your life. The commitment and dedication level of Sushant Singh Rajput is fantastic. U will never see someone work as hard as he did for a movie. Must visit guys if you are a true Indian cricket team fan. Lots of exciting things to explore in the movie.,0
The movie is not good as expected and the reason is that the writer chooses to focus on the emotional nagging instead of the great content which could build a great story. Performance by Sushant Singh is truly brilliant and MS Dhoni's hard work and commitment towards his work is commendable but the loophole are the supporting actors. The two actresses Disha and Kiara have done average performances and Bhoomika as Dhoni's sister is not convincing enough. Too many songs in the movie spoil the screenplay. The only factor which makes the viewer going is his/her love for the real captain Cool and the sacrifices and efforts he takes to reach to the top. Overall I would recommend the movie as a one time watch but honestly Neeraj could have been much better,0
I'm Sushant fab after watching this film ..what an actor he is !,0
